4, 100, 100, 100, 100, 0.35564800000000001967137563951837364584207534790039
4, 100, 100, 100, 100, 0.20491999999999999104716152942273765802383422851562
4, 100, 1000, 1000, 100, 0.22421499999999999763744540359766688197851181030273
4, 100, 1000, 1000, 100, 0.23531199999999999339372891427046852186322212219238
4, 100, 5000, 5000, 100, 0.35267500000000001625366508051229175180196762084961
4, 100, 5000, 5000, 100, 0.35397400000000001085709300241433084011077880859375
4, 1000, 100, 100, 1000, 0.38788000000000000255795384873636066913604736328125
4, 1000, 100, 100, 1000, 0.39779299999999995218757931070285849273204803466797
4, 1000, 1000, 1000, 1000, 2.36016300000000001091393642127513885498046875000000
4, 1000, 1000, 1000, 1000, 2.31991000000000013869794202037155628204345703125000
4, 1000, 5000, 5000, 1000, 18.27989300000000127965904539451003074645996093750000
4, 1000, 5000, 5000, 1000, 17.29864600000000152135726239066570997238159179687500
4, 5000, 100, 100, 5000, 5.10903799999999996828137227566912770271301269531250
4, 5000, 100, 100, 5000, 5.08764000000000038426151149906218051910400390625000
4, 5000, 1000, 1000, 5000, 73.61144400000000587169779464602470397949218750000000
4, 5000, 1000, 1000, 5000, 76.95401300000000333056959789246320724487304687500000
4, 5000, 5000, 5000, 5000, 554.70092999999997118720784783363342285156250000000000
4, 5000, 5000, 5000, 5000, 528.15063399999996818223735317587852478027343750000000
8, 100, 100, 100, 100, 0.41937599999999997102406723570311442017555236816406
8, 100, 100, 100, 100, 0.38798300000000002230038376183074433356523513793945
8, 100, 1000, 1000, 100, 0.40099799999999996558130987978074699640274047851562
8, 100, 1000, 1000, 100, 0.39700000000000001953992523340275511145591735839844
8, 100, 5000, 5000, 100, 0.49537300000000000776978481553669553250074386596680
8, 100, 5000, 5000, 100, 0.45274899999999995703348076858674176037311553955078
8, 1000, 100, 100, 1000, 0.46888200000000002098943241435335949063301086425781
8, 1000, 100, 100, 1000, 0.47277000000000002355449169044732116162776947021484
8, 1000, 1000, 1000, 1000, 1.63910700000000009168843462248332798480987548828125
8, 1000, 1000, 1000, 1000, 1.72846799999999989339016792655456811189651489257812
8, 1000, 5000, 5000, 1000, 9.26832100000000025374902179464697837829589843750000
8, 1000, 5000, 5000, 1000, 8.25582200000000021589130483334884047508239746093750
8, 5000, 100, 100, 5000, 2.54414799999999985402610036544501781463623046875000
8, 5000, 100, 100, 5000, 2.66485500000000019582557797548361122608184814453125
8, 5000, 1000, 1000, 5000, 41.30530799999999658211891073733568191528320312500000
8, 5000, 1000, 1000, 5000, 41.91689999999999827196006663143634796142578125000000
8, 5000, 5000, 5000, 5000, 203.81689099999999825740815140306949615478515625000000
8, 5000, 5000, 5000, 5000, 198.72624200000001337684807367622852325439453125000000
16, 100, 100, 100, 100, 0.41231600000000001582378672537743113934993743896484
16, 100, 100, 100, 100, 0.37192399999999997683985952789953444153070449829102
16, 100, 1000, 1000, 100, 0.55519499999999999406696815640316344797611236572266
16, 100, 1000, 1000, 100, 0.54108299999999998064481587789487093687057495117188
